product_id,name,image_url,created_at,updated_at,brand,store_id,category_id,active_status
11111111-1111-4111-a111-111111120026,Bosch Electric Drill,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfGHY_Sxx5HKbNfSHgWLXCNWnbH3-V4-go7A&s,2026-03-26 11:30:00,2026-03-26 11:30:00,Bosch,store_1,77777777-7777-4777-a777-777777777718,active

11111111-1111-4111-a111-111111120027,Yamaha Acoustic Guitar,https://vietmusic.vn/cdn/shop/files/AC3M_VN_a_0001_from_ac3m_vn_20200519_9afea37703f6963175a696dcb89d4a5e.jpg?v=1748754680&width=1946,2026-03-26 11:35:00,2026-03-26 11:35:00,Yamaha,store_1,77777777-7777-4777-a777-777777777719,active

11111111-1111-4111-a111-111111120028,Sony PlayStation 5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRINYK8WnibfnDHVNjrcDlpVSBm2sArtZCFaw&s,2026-03-26 11:40:00,2026-03-26 11:40:00,Sony,store_1,77777777-7777-4777-a777-777777777720,active

11111111-1111-4111-a111-111111120029,Canon EOS M50 Camera,https://bizweb.dktcdn.net/100/107/650/products/canon-eos-m50-kit-stm-ef-m15-45mm-f3-5-6-3-is-zshop-2.jpg?v=1616558527560,2026-03-26 11:45:00,2026-03-26 11:45:00,Canon,store_1,77777777-7777-4777-a777-777777777721,active

11111111-1111-4111-a111-111111120030,Samsonite Travel Suitcase,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf3WnGAL7bkbD3iTW0Jmiw1tOwbc27mtanGg&s,2026-03-26 11:50:00,2026-03-26 11:50:00,Samsonite,store_1,77777777-7777-4777-a777-777777777722,active

11111111-1111-4111-a111-111111120031,Converse Chuck Taylor,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlNJnp9Yy4L8nzOGw1uPk_-GPXnwiEdmdKBw&s,2026-03-26 11:55:00,2026-03-26 11:55:00,Converse,store_1,77777777-7777-4777-a777-777777777723,active

11111111-1111-4111-a111-111111120032,Xiaomi Smart Bulb,https://bizweb.dktcdn.net/thumb/grande/100/450/414/products/cvv.jpg?v=1651582952520,2026-03-26 12:00:00,2026-03-26 12:00:00,Xiaomi,store_1,77777777-7777-4777-a777-777777777724,active

11111111-1111-4111-a111-111111120033,Tefal Nonstick Pan,https://m.media-amazon.com/images/I/71rDouoEbRL._AC_UF8941000_QL80_.jpg,2026-03-26 12:05:00,2026-03-26 12:05:00,Tefal,store_1,77777777-7777-4777-a777-777777777725,active

11111111-1111-4111-a111-111111120034,Karcher Garden Hose,https://image.kingshop.vn/data/products/1000/guong-ong-15m-karcher-hose-reel-hr-25-1.jpg,2026-03-26 12:10:00,2026-03-26 12:10:00,Karcher,store_1,77777777-7777-4777-a777-777777777726,active

11111111-1111-4111-a111-111111120035,Philips LED Ceiling Light,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5W4gZynMo40x3plmtqO1TALHnFb4lxIkF4Q&s,2026-03-26 12:15:00,2026-03-26 12:15:00,Philips,store_1,77777777-7777-4777-a777-777777777727,active

11111111-1111-4111-a111-111111120036,Ezviz Indoor Camera,https://kinghome.vn/data/products/1712221081camera-ip-wifi-trong-nha-ezviz-C6N-1080P-king-home.jpg,2026-03-26 12:20:00,2026-03-26 12:20:00,Ezviz,store_1,77777777-7777-4777-a777-777777777728,active

11111111-1111-4111-a111-111111120037,Quechua Camping Tent,https://contents.mediadecathlon.com/p2579082/k$684efb64d5468fb773577cdf1cb57a08/camping-tent-mh100-2-person-quechua-8513471.jpg,2026-03-26 12:25:00,2026-03-26 12:25:00,Quechua,store_1,77777777-7777-4777-a777-777777777733,active

11111111-1111-4111-a111-111111120038,Bowflex Adjustable Dumbbell,https://www.bowflex.com/dw/image/v2/AAYW_PRD/on/demandware.static/-/Sites-nautilus-master-catalog/default/dw7cf058f2/images/bfx/weights/ZMK4011008/bowflex-selecttech-results-series-552-dumbbell-weights-hero-sqr.png?sw=400&sh=400&sm=fit,2026-03-26 12:30:00,2026-03-26 12:30:00,Bowflex,store_1,77777777-7777-4777-a777-777777777734,active

11111111-1111-4111-a111-111111120039,Handmade Scented Candle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk9C1FWyEmadzkuu4wu0mgvL9itQmJsvtuYA&s,2026-03-26 12:35:00,2026-03-26 12:35:00,LocalCraft,store_1,77777777-7777-4777-a777-777777777735,active

11111111-1111-4111-a111-111111120040,Christmas Decoration Set,https://m.media-amazon.com/images/I/81qkN+fmf3L._AC_UF8941000_QL80_.jpg,2026-03-26 12:40:00,2026-03-26 12:40:00,NoBrand,store_1,77777777-7777-4777-a777-777777777736,active
